h[m], water_content[-], rel_perm[-]
  2.756757,   0.350234,   0.904904
  2.765766,   0.350175,   0.904718
  2.774775,   0.350117,   0.904534
  2.783784,   0.350059,   0.904349
  2.792793,   0.350001,   0.904165
  2.801802,   0.349944,   0.903982
  2.810811,   0.349886,   0.903799
  2.819820,   0.349829,   0.903616
  2.828829,   0.349771,   0.903434
  2.837838,   0.349714,   0.903252
  2.846847,   0.349657,   0.903071
  2.855856,   0.349600,   0.902890
  2.864865,   0.349543,   0.902709
  2.873874,   0.349487,   0.902529
  2.882883,   0.349430,   0.902349
  2.891892,   0.349374,   0.902170
  2.900901,   0.349318,   0.901991
  2.909910,   0.349261,   0.901813
  2.918919,   0.349205,   0.901635
  2.927928,   0.349150,   0.901457
  2.936937,   0.349094,   0.901280
  2.945946,   0.349038,   0.901104
  2.954955,   0.348983,   0.900927
  2.963964,   0.348927,   0.900751
  2.972973,   0.348872,   0.900576
  2.981982,   0.348817,   0.900401
  2.990991,   0.348762,   0.900226
  3.000000,   0.348707,   0.900052
  3.009009,   0.348653,   0.899878
  3.018018,   0.348598,   0.899704
  3.027027,   0.348544,   0.899531
  3.036036,   0.348489,   0.899358
  3.045045,   0.348435,   0.899186
  3.054054,   0.348381,   0.899014
  3.063063,   0.348327,   0.898843
  3.072072,   0.348273,   0.898671
  3.081081,   0.348219,   0.898501
  3.090090,   0.348166,   0.898330
  3.099099,   0.348112,   0.898160
  3.108108,   0.348059,   0.897991
  3.117117,   0.348006,   0.897821
  3.126126,   0.347953,   0.897652
  3.135135,   0.347900,   0.897484
  3.144144,   0.347847,   0.897316
  3.153153,   0.347794,   0.897148
  3.162162,   0.347741,   0.896981
  3.171171,   0.347689,   0.896814
  3.180180,   0.347636,   0.896647
  3.189189,   0.347584,   0.896481
  3.198198,   0.347532,   0.896315
  3.207207,   0.347480,   0.896149
  3.216216,   0.347428,   0.895984
  3.225225,   0.347376,   0.895819
  3.234234,   0.347324,   0.895655
  3.243243,   0.347272,   0.895490
  3.252252,   0.347221,   0.895327
  3.261261,   0.347170,   0.895163
  3.270270,   0.347118,   0.895000
  3.279279,   0.347067,   0.894838
